id,text,prediction,true_label,time_taken
1,@Callisto1947 Can U Help?||More conservatives needed on #TSU + get paid 4 posting stuff like this!||YOU $ can go to http://t.co/JUmMWi0AyT,0,0,7.47444562902092
2,"Just walked in to #Starbucks and asked for a ""tall blonde"" Hahahaha #irony",1,1,8.982493139017606
3,#NOT GONNA WIN http://t.co/Mc9ebqjAqj,1,0,10.000825745984912
4,@mickymantell He is exactly that sort of person. Weirdo!,1,0,7.933200792991556
5,So much #sarcasm at work mate 10/10 #boring 100% #dead mate full on #shit absolutely #sleeping mate can't handle the #sarcasm,1,1,7.6929415419872385
6,Corny jokes are my absolute favorite,0,0,5.866325076989597
7,"People complain about my backround pic and all I feel is like ""hey don't blame me, Albert E might have spoken those words"" #sarcasm #life",1,1,8.198692492995178
8,"@SR_Duncan @benpobjie Darn, my sock joke needs fixing?",0,0,6.992929305008147
9,"if Christian expects Fifa to sleep in my bed with me tonight, he's wrong 👿",1,0,6.875773210980697
10,"People who tell people with anxiety to ""just stop worrying about it"" are my favorite kind of people #not #educateyourself",0,1,7.501266011007829
11,Most important thing I've learned in school http://t.co/TvfJMGBlBh,0,0,6.7433957000030205
12,#OrionLaunch underway - yeah! #Orion http://t.co/0Qkv1yq8T0,0,0,6.775494222994894
13,I love context and large ensemble Fridays!!!!! Der my most favourite #Sarcasm #GetTheFuckOut,0,1,7.227848734008148
14,Oh boy... @masongoodman in the house. Warm up the DJ booth @AnnexBar,0,0,5.605262599012349
15,"LIAR, i've never denied the 532 murders in Chicago in 2012 @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin",0,0,11.491410887014354
16,"Always classy, never trashy and just a little sassy.",0,0,5.047562183986884
17,"you believe you can say something, provide no proof and its a fact, WRONG @RBRNetwork1 @jtarleta53",0,0,8.008689382986631
18,@ALL #Not #Long To Go #Before #MainStream #Media #Pitch. #Surgery #follows #with #me #using #Prototype #demonstrating #real #situation.Phil,0,0,10.411133449000772
19,@Praise1300 Re: Jamie Grace has Tourette's? Thanks for sharing. I'm about to research her & post my tribute to this Young lady Gospel singer,0,0,8.851762577018235
20,@CorporalFrisk Guess they didn't get the memo reg non-nuclear Baltic sea #sarcasm,1,1,7.906553157023154
21,Exam na jud. Merry christmas. ||#Sarcasm|#KillUsSlowly,1,1,9.007695786014665
22,The definition of #IRONY would be if a 77-year-old rapper went #viral and took #BITCOIN mainstream. Maybe only way #babyboomers will buy in.,1,1,9.336737317993538
23,Pretty excited about how you gave up on me. File Under: #sarcasm,1,1,7.776489820011193
24,Who told the #hipsters that #irony was a thing of the Clinton years? Do they not carry history books in used bookstores in #brooklyn ?,1,1,10.209017940011108
25,@bigedh456 u know that. How u doing??,0,0,6.271070921997307
26,@LukeLPearson hmm... let me think about that #sarcasm,1,1,6.327377654990414
27,"If you wanna look like a badass, have drama on social media #not",1,1,7.680897434009239
28,How dare Charles Barkley have an intelligent conversation about race. #sarcasm #CharlesBarkley,1,1,6.417882840993116
29,"@LaurenBailes I think the general rule is, if it's open all night, pull an all-nighter.",0,0,8.371141985000577
30,Natalie Prass - Bird of Prey: http://t.co/n7YgEkpr4l via @YouTube,0,0,10.037081415008288
31,Nooooooooooo again it's on!!! #PickANewSong #CantStandIt,0,0,7.11018409600365
32,"Being a hipster now is so mainstream. Oh, the irony. #hipster #irony",1,1,9.320068800006993
33,@BunnyDhillon17 exactly and we are fighting like animals,0,0,7.5118450760201085
34,http://t.co/PfJ92w4CwZ #TeenAnalCasting #Top Top 50 Christian Songs For 2012,1,0,10.244996057008393
35,The girls on #SororitySisters thought they'd get rich and famous but instead they be like... http://t.co/yGnRtq0tVy,1,0,10.072751778003294
36,"Speaking of #country #music albums, anyone else think #SundownHeavenTown feels more like a #TimMcGraw album than, say, his previous three?",0,0,7.642488154000603
37,http://t.co/fepZHFy79Z #TeenAnalCasting #Sex Sex and the City 2 Movie Casting Auditions NYC Summer 2009,1,0,9.813940098014427
38,"season 6 episode 3 carries outfit, simple & chic 👌 http://t.co/QuliJvFNdK",0,0,7.668798693019198
39,Well got the truck buried today perfect way to start a rainy Wednesday work day off #not #annoyed #pissed,1,1,8.316775273007806
40,"On the train and surrounded by posh people, I'm so at home! #not #stickoutlikeasorethumb",1,1,11.32151814099052
41,Stupid #doctors visits is gonna bury me!! Now that's #irony,1,1,11.587258357001701
42,"Love the way @virginmedia says fault from last night will be fixed by 4pm, only to see a man in a van pull up at 4pm to fix the fault #irony",1,1,9.89705165399937
43,Planning a vacation instead of studying.... My priorities are in line. #NOT,0,1,7.9555767140118405
44,Dan said he's going to have a sign for me at the airport when I fly in lol #SoCute #3MoreWeeks,0,0,7.8382915270049125
45,You decide to go on vacation without me sleep? Reaaaal nice. #considerate #not 😒💤,1,1,7.042954044998623
46,@ChainAttackJay No sugar during christmas time? :(,0,0,7.073151930002496
47,Can't wait to have an afternoon schedule because of you. It's gonna be so much fun #not,0,1,8.017032036994351
48,@siddharth_0703 180 dead on 26/11 n more than 10k our ppl killed in terror attacks till date but not 1 paki show sympathy 2 them #irony,1,1,11.578292796009919
49,the ONLY time a crime becomes a federal crime @RBRNetwork1 @TheOldBreed1775 @Joseph_WarrenDR @jus1314tin @IndyEnigma @CoutoPanda,0,0,10.218853166006738
50,this music is for the people and not for the money. peace and love. http://t.co/jPHID2P2Wc #KINGLIFE,0,0,5.811557431996334
51,Rangers league game with Alloa moved because of the Petrofac Cup final in April... #irony,1,1,9.292198295996059
52,How to Find a Life Coach (& the questions you need to ask before hiring one) http://t.co/8qgrXywmNe via> @DrGaryWood,0,0,7.322368985012872
53,I wonder what was the holiday rituals for true Africans,1,0,9.689107666985365
54,Been at the ER now since 10... #yay #not,1,1,8.423460916994372
55,@LanceMedow Suhs been clean for 2 years and has only been in the league for five don't act like he was dirty for 10 years#not biased my ass,1,0,8.569474037998589
56,"@StevePulcinella @Coseph05 thank you studs for perfecting and teaching my bench, respectively. Props on form from lifters in AL. #DYEL",0,0,6.115470226999605
57,Haley approves of her new hammock 🐭 #ratsofinstagram http://t.co/yvggcaPChg,1,0,9.057412133988691
58,"30 years on, people still haven't got justice they deserve. #BhopalGasTragedy Yet another brilliant job done by the Americans #sarcasm",1,1,10.023451567976736
59,"Pips who drop out of school n have Kirya as 'eir role model tht ey wana sing too..guy spix Portuguese,French,english...#Not a school dropout",1,0,12.413775348017225
60,Free Pets and Animals Books #freebiebookdownload http://t.co/yL9ads7Cyf #Pets,0,0,7.226232683024136
61,@PFF_Pete There will be no next employer in NFL for Trestman. He was a disgraceful hire and never stood a chance.,0,0,5.730048033001367
62,Loooovvveeeeeee when my phone gets wiped -.- #not,1,1,7.218915156001458
63,Painting all cops with a broad brush because of the actions of a few is the same logic racists use. #Irony,1,1,9.645031425985508
64,Don't know if I can handle this crazy 11-2 shift. It's so long I might pass out on the job! #sarcasm,1,1,7.8088441230065655
65,I just love being ignored😊|#not😒,1,1,7.321333215979394
66,"#Irony RT @West1Jess: If you're going to give someone a scathing, 1-Star review for poor grammar, FFS use proper grammar.",1,1,8.311196026013931
67,Produce Mobile Apps #not http://t.co/3OV57ZhqcH http://t.co/wX1DbI8W9M,0,1,9.179373038990889
68,Decide that you want it more than you are afraid of it. -Bill Cosby|#irony,1,1,8.646102242986672
69,"Finally finished the first season of #VeronicaMars. Move over, #CliffHuxtable. Keith Mars is the new sheriff--er, ultimate #TV dad--in town.",0,0,9.076149528991664
70,Merry Christmas to all those soldiers out there that couldn't make it home! I love you all ❤,0,0,7.531642613001168
71,About as relevant as Michael Sam and Jason Collins. RT @eonline: Major League Baseball umpire Dale Scott comes out as gay.,1,0,6.713702111999737
